rank,title,hot_value,category,topic_flag,subject_label,word_scheme,url,crawl_time
14,泰国文华律所谈王星失踪案进展,32934,艺人,1,,#泰国文华律所谈王星失踪案进展#,https://s.weibo.com/weibo?q=泰国文华律所谈王星失踪案进展,2025-01-07 10:02:42
15,市监局工作人员回应九点没人上班,342203,民生新闻,1,,#市监局工作人员回应九点没人上班#,https://s.weibo.com/weibo?q=市监局工作人员回应九点没人上班,2025-01-07 10:02:42
16,过了腊八就是年,331861,民生新闻,1,,#过了腊八就是年#,https://s.weibo.com/weibo?q=过了腊八就是年,2025-01-07 10:02:42
17,美国会确认特朗普当选总统,283575,国际时政,1,,#美国会确认特朗普当选总统#,https://s.weibo.com/weibo?q=美国会确认特朗普当选总统,2025-01-07 10:02:42
18,失联9天走出太白山男子恐面临截肢,271932,民生新闻,1,,#失联9天走出太白山男子恐面临截肢#,https://s.weibo.com/weibo?q=失联9天走出太白山男子恐面临截肢,2025-01-07 10:02:42
19,成毅喂牛,248191,剧集,1,剧集,#成毅喂牛#,https://s.weibo.com/weibo?q=成毅喂牛,2025-01-07 10:02:42
20,韩国人最喜欢的中剧排行,234110,剧集,1,,#韩国人最喜欢的中剧排行#,https://s.weibo.com/weibo?q=韩国人最喜欢的中剧排行,2025-01-07 10:02:42
21,腊八节,205853,民生新闻,0,,腊八节,https://s.weibo.com/weibo?q=腊八节,2025-01-07 10:02:42
22,教资面试成绩,197439,教育,0,,教资面试成绩,https://s.weibo.com/weibo?q=教资面试成绩,2025-01-07 10:02:42
23,天津市考成绩,194933,教育,0,,天津市考成绩,https://s.weibo.com/weibo?q=天津市考成绩,2025-01-07 10:02:42
24,宋佳想要成毅的微信,245289,综艺,1,盛典,#宋佳想要成毅的微信#,https://s.weibo.com/weibo?q=宋佳想要成毅的微信,2025-01-07 10:02:42
25,甲流后发烧一查变成病毒性肺炎,181484,民生新闻,1,,#甲流后发烧一查变成病毒性肺炎#,https://s.weibo.com/weibo?q=甲流后发烧一查变成病毒性肺炎,2025-01-07 10:02:42
26,汕头牛肉丸必须牛肉含量超9成,176992,美食,1,,#汕头牛肉丸必须牛肉含量超9成#,https://s.weibo.com/weibo?q=汕头牛肉丸必须牛肉含量超9成,2025-01-07 10:02:42
27,美国总统拜登被提起诉讼,176208,国际时政,1,,#美国总统拜登被提起诉讼#,https://s.weibo.com/weibo?q=美国总统拜登被提起诉讼,2025-01-07 10:02:42
28,学医小伙靠两天食物山上存活9天,170231,民生新闻,1,,#学医小伙靠两天食物山上存活9天#,https://s.weibo.com/weibo?q=学医小伙靠两天食物山上存活9天,2025-01-07 10:02:42
29,魏哲鸣 你是正室,149979,剧集,0,剧集,魏哲鸣 你是正室,https://s.weibo.com/weibo?q=魏哲鸣 你是正室,2025-01-07 10:02:42
30,宁德时代跌逾5%,158010,财经,1,,#宁德时代跌逾5%#,https://s.weibo.com/weibo?q=宁德时代跌逾5%,2025-01-07 10:02:42
31,反腐为了人民,152806,正能量,1,,#反腐为了人民#,https://s.weibo.com/weibo?q=反腐为了人民,2025-01-07 10:02:42
32,Minnie空降,142634,音乐,1,音乐,#Minnie空降#,https://s.weibo.com/weibo?q=Minnie空降,2025-01-07 10:02:42
33,男子甲流后患病毒性肺炎四肢末端花斑,135129,健康医疗,1,,#男子甲流后患病毒性肺炎四肢末端花斑#,https://s.weibo.com/weibo?q=男子甲流后患病毒性肺炎四肢末端花斑,2025-01-07 10:02:42
34,金智秀韩剧新乌托邦,131028,剧集,0,,金智秀韩剧新乌托邦,https://s.weibo.com/weibo?q=金智秀韩剧新乌托邦,2025-01-07 10:02:42
35,中国驻泰国使馆回应演员星星失联,127572,艺人,1,,#中国驻泰国使馆回应演员星星失联#,https://s.weibo.com/weibo?q=中国驻泰国使馆回应演员星星失联,2025-01-07 10:02:42
36,官方通报女子吃包子称有甲醛索赔,124953,辟谣/通报,1,,#官方通报女子吃包子称有甲醛索赔#,https://s.weibo.com/weibo?q=官方通报女子吃包子称有甲醛索赔,2025-01-07 10:02:42
37,哈里斯宣布特朗普当选后掏出纸巾,120697,国际时政,1,,#哈里斯宣布特朗普当选后掏出纸巾#,https://s.weibo.com/weibo?q=哈里斯宣布特朗普当选后掏出纸巾,2025-01-07 10:02:42
38,陈梦打卡了福州爱心树,113767,体育,1,,#陈梦打卡了福州爱心树#,https://s.weibo.com/weibo?q=陈梦打卡了福州爱心树,2025-01-07 10:02:42
39,实践二十五号卫星发射成功,109626,国内时政,1,,#实践二十五号卫星发射成功#,https://s.weibo.com/weibo?q=实践二十五号卫星发射成功,2025-01-07 10:02:42
40,微博之夜阵容,109320,作品衍生,1,盛典,#微博之夜阵容#,https://s.weibo.com/weibo?q=微博之夜阵容,2025-01-07 10:02:42
41,日本知名企业历史上首次起诉美国总统,108274,国际时政,1,,#日本知名企业历史上首次起诉美国总统#,https://s.weibo.com/weibo?q=日本知名企业历史上首次起诉美国总统,2025-01-07 10:02:42
42,庄智渊王歆茹退出WTT世排,108061,体育,1,,#庄智渊王歆茹退出WTT世排#,https://s.weibo.com/weibo?q=庄智渊王歆茹退出WTT世排,2025-01-07 10:02:42
43,东北的早市才是碳水届扛把子,107370,美食,1,,#东北的早市才是碳水届扛把子#,https://s.weibo.com/weibo?q=东北的早市才是碳水届扛把子,2025-01-07 10:02:42
44,电影东极岛,104733,电影,1,电影,#电影东极岛#,https://s.weibo.com/weibo?q=电影东极岛,2025-01-07 10:02:42
45,宋亚轩紫发深V,102236,作品衍生,1,盛典,#宋亚轩紫发深V#,https://s.weibo.com/weibo?q=宋亚轩紫发深V,2025-01-07 10:02:42
46,文化中国行腊八节,98093,正能量,1,,#文化中国行腊八节#,https://s.weibo.com/weibo?q=文化中国行腊八节,2025-01-07 10:02:42
47,孙颖莎说真正做到在每一板中抠分,31336,体育,1,,#孙颖莎说真正做到在每一板中抠分#,https://s.weibo.com/weibo?q=孙颖莎说真正做到在每一板中抠分,2025-01-07 10:02:42
48,货车撞上出殡队伍致20死整改报告发布,92765,民生新闻,1,,#货车撞上出殡队伍致20死整改报告发布#,https://s.weibo.com/weibo?q=货车撞上出殡队伍致20死整改报告发布,2025-01-07 10:02:42
49,为什么感染甲流这么疼啊,92647,健康医疗,1,,#为什么感染甲流这么疼啊#,https://s.weibo.com/weibo?q=为什么感染甲流这么疼啊,2025-01-07 10:02:42
