rank,title,hot_value,category,topic_flag,subject_label,word_scheme,url,crawl_time
25,男孩未完成作业被批评举报父亲藏罂粟壳,198975,民生新闻,1,,#男孩未完成作业被批评举报父亲藏罂粟壳#,https://s.weibo.com/weibo?q=男孩未完成作业被批评举报父亲藏罂粟壳,2025-01-17 15:48:50
26,白鹿说汤唯是妈妈降临,185015,作品衍生,1,盛典,#白鹿说汤唯是妈妈降临#,https://s.weibo.com/weibo?q=白鹿说汤唯是妈妈降临,2025-01-17 15:48:50
27,卢昱晓不语只是一味剧宣,182466,剧集,0,,卢昱晓不语只是一味剧宣,https://s.weibo.com/weibo?q=卢昱晓不语只是一味剧宣,2025-01-17 15:48:50
28,山东省考成绩,173503,教育,1,,#山东省考成绩#,https://s.weibo.com/weibo?q=山东省考成绩,2025-01-17 15:48:50
29,aespa球服,170279,音乐,0,音乐,aespa球服,https://s.weibo.com/weibo?q=aespa球服,2025-01-17 15:48:50
30,李现三年三部湖南卫视上星剧,164033,剧集,0,,李现三年三部湖南卫视上星剧,https://s.weibo.com/weibo?q=李现三年三部湖南卫视上星剧,2025-01-17 15:48:50
31,全力捣毁境外电诈窝点,161350,民生新闻,1,,#全力捣毁境外电诈窝点#,https://s.weibo.com/weibo?q=全力捣毁境外电诈窝点,2025-01-17 15:48:50
32,吴谨言月色雪色绝色,159238,作品衍生,1,,#吴谨言月色雪色绝色#,https://s.weibo.com/weibo?q=吴谨言月色雪色绝色,2025-01-17 15:48:50
33,全力解救在泰缅边境失联被困中国公民,154194,国内时政,1,,#全力解救在泰缅边境失联被困中国公民#,https://s.weibo.com/weibo?q=全力解救在泰缅边境失联被困中国公民,2025-01-17 15:48:50
34,美网络攻击我国某先进材料设计研究院,153836,国际时政,1,,#美网络攻击我国某先进材料设计研究院#,https://s.weibo.com/weibo?q=美网络攻击我国某先进材料设计研究院,2025-01-17 15:48:50
35,2024年中国GDP同比增长5%,141518,国内时政,1,,#2024年中国GDP同比增长5%#,https://s.weibo.com/weibo?q=2024年中国GDP同比增长5%,2025-01-17 15:48:50
36,人体最大免疫器官竟是它,139197,健康医疗,1,,#人体最大免疫器官竟是它#,https://s.weibo.com/weibo?q=人体最大免疫器官竟是它,2025-01-17 15:48:50
37,16个外甥又来舅舅家过寒假了,137262,民生新闻,1,,#16个外甥又来舅舅家过寒假了#,https://s.weibo.com/weibo?q=16个外甥又来舅舅家过寒假了,2025-01-17 15:48:50
38,养了40年的蜡烛居然如此壮观,132697,情感,1,,#养了40年的蜡烛居然如此壮观#,https://s.weibo.com/weibo?q=养了40年的蜡烛居然如此壮观,2025-01-17 15:48:50
39,我国60岁以上人口首次突破3亿,128359,民生新闻,1,,#我国60岁以上人口首次突破3亿#,https://s.weibo.com/weibo?q=我国60岁以上人口首次突破3亿,2025-01-17 15:48:50
40,TTG久哲正式连接,118861,电竞,1,,#TTG久哲正式连接#,https://s.weibo.com/weibo?q=TTG久哲正式连接,2025-01-17 15:48:50
41,2024年出生人口回升,117067,民生新闻,1,,#2024年出生人口回升#,https://s.weibo.com/weibo?q=2024年出生人口回升,2025-01-17 15:48:50
42,盒子灯是非遗版惊喜盲盒,117062,正能量,1,,#盒子灯是非遗版惊喜盲盒#,https://s.weibo.com/weibo?q=盒子灯是非遗版惊喜盲盒,2025-01-17 15:48:50
43,王栎鑫又哭成悲伤蛙,114165,综艺,0,综艺,王栎鑫又哭成悲伤蛙,https://s.weibo.com/weibo?q=王栎鑫又哭成悲伤蛙,2025-01-17 15:48:50
44,国产剧有了反丧失式中年男主,107948,剧集,0,剧集,国产剧有了反丧失式中年男主,https://s.weibo.com/weibo?q=国产剧有了反丧失式中年男主,2025-01-17 15:48:50
45,异人之下2陈朵毒杀廖忠,106989,剧集,0,剧集,异人之下2陈朵毒杀廖忠,https://s.weibo.com/weibo?q=异人之下2陈朵毒杀廖忠,2025-01-17 15:48:50
46,小车遭重卡撞击人员毫发无伤,100981,民生新闻,1,,#小车遭重卡撞击人员毫发无伤#,https://s.weibo.com/weibo?q=小车遭重卡撞击人员毫发无伤,2025-01-17 15:48:50
47,国防部新春祝福,100961,正能量,0,,国防部新春祝福,https://s.weibo.com/weibo?q=国防部新春祝福,2025-01-17 15:48:50
48,D社曝金敏喜怀孕,99503,艺人,1,,#D社曝金敏喜怀孕#,https://s.weibo.com/weibo?q=D社曝金敏喜怀孕,2025-01-17 15:48:50
49,向佐为妈妈和郭碧婷庆生,96783,艺人,0,,向佐为妈妈和郭碧婷庆生,https://s.weibo.com/weibo?q=向佐为妈妈和郭碧婷庆生,2025-01-17 15:48:50
