rank,title,hot_value,category,topic_flag,subject_label,word_scheme,url,crawl_time
18,演员星星女友已落地曼谷,183182,艺人,1,,#演员星星女友已落地曼谷#,https://s.weibo.com/weibo?q=演员星星女友已落地曼谷,2025-01-06 17:03:47
19,小伙闯入太白山失联9天后独自走出,35180,民生新闻,1,,#小伙闯入太白山失联9天后独自走出#,https://s.weibo.com/weibo?q=小伙闯入太白山失联9天后独自走出,2025-01-06 17:03:47
20,女子吃5斤车厘子后发高烧,457587,民生新闻,1,,#女子吃5斤车厘子后发高烧#,https://s.weibo.com/weibo?q=女子吃5斤车厘子后发高烧,2025-01-06 17:03:47
21,太好了是长发秦岚,268773,艺人,1,,#太好了是长发秦岚#,https://s.weibo.com/weibo?q=太好了是长发秦岚,2025-01-06 17:03:47
22,韩国小狗与遇难家人告别全程安静,221203,海外新闻,1,,#韩国小狗与遇难家人告别全程安静#,https://s.weibo.com/weibo?q=韩国小狗与遇难家人告别全程安静,2025-01-06 17:03:47
23,工藤静香官宣微博之夜,237333,作品衍生,1,盛典,#工藤静香官宣微博之夜#,https://s.weibo.com/weibo?q=工藤静香官宣微博之夜,2025-01-06 17:03:47
24,广州队无缘准入,57263,体育,1,,#广州队无缘准入#,https://s.weibo.com/weibo?q=广州队无缘准入,2025-01-06 17:03:47
25,演员范虎怒斥徐大久提供假消息,235720,艺人,1,,#演员范虎怒斥徐大久提供假消息#,https://s.weibo.com/weibo?q=演员范虎怒斥徐大久提供假消息,2025-01-06 17:03:47
26,迪丽热巴 青壮年艺术家,230937,作品衍生,0,剧集,迪丽热巴 青壮年艺术家,https://s.weibo.com/weibo?q=迪丽热巴 青壮年艺术家,2025-01-06 17:03:47
27,高三班主任给全班煮了个泡面塔,214020,教育,1,,#高三班主任给全班煮了个泡面塔#,https://s.weibo.com/weibo?q=高三班主任给全班煮了个泡面塔,2025-01-06 17:03:47
28,减肥不吃晚餐不会痩,203067,健康医疗,1,,#减肥不吃晚餐不会痩#,https://s.weibo.com/weibo?q=减肥不吃晚餐不会痩,2025-01-06 17:03:47
29,芒果新综艺理解撒贝宁成为撒贝宁,191925,综艺,0,,芒果新综艺理解撒贝宁成为撒贝宁,https://s.weibo.com/weibo?q=芒果新综艺理解撒贝宁成为撒贝宁,2025-01-06 17:03:47
30,kimi崩了,191584,互联网,0,,kimi崩了,https://s.weibo.com/weibo?q=kimi崩了,2025-01-06 17:03:47
31,驻缅甸大使馆回应演员星星失联,187232,艺人,1,,#驻缅甸大使馆回应演员星星失联#,https://s.weibo.com/weibo?q=驻缅甸大使馆回应演员星星失联,2025-01-06 17:03:47
32,终于又等到全戏骨阵容的国产剧,181575,剧集,0,剧集,终于又等到全戏骨阵容的国产剧,https://s.weibo.com/weibo?q=终于又等到全戏骨阵容的国产剧,2025-01-06 17:03:47
33,男子给女友转账100万分手后起诉对方,174641,民生新闻,1,,#男子给女友转账100万分手后起诉对方#,https://s.weibo.com/weibo?q=男子给女友转账100万分手后起诉对方,2025-01-06 17:03:47
34,李现 现男友变现老公了,171132,剧集,0,剧集,李现 现男友变现老公了,https://s.weibo.com/weibo?q=李现 现男友变现老公了,2025-01-06 17:03:47
35,徐克版射雕是浪漫主义还是现实主义,169143,电影,1,电影,#徐克版射雕是浪漫主义还是现实主义#,https://s.weibo.com/weibo?q=徐克版射雕是浪漫主义还是现实主义,2025-01-06 17:03:47
36,成毅 要签名包给的,168880,综艺,0,综艺,成毅 要签名包给的,https://s.weibo.com/weibo?q=成毅 要签名包给的,2025-01-06 17:03:47
37,肖战郭靖骑马镜头,157051,电影,1,电影,#肖战郭靖骑马镜头#,https://s.weibo.com/weibo?q=肖战郭靖骑马镜头,2025-01-06 17:03:47
38,河北邯郸3.0级地震,156687,突发/灾害,1,,#河北邯郸3.0级地震#,https://s.weibo.com/weibo?q=河北邯郸3.0级地震,2025-01-06 17:03:47
39,高级老钱水光妆,33215,美妆,0,,高级老钱水光妆,https://s.weibo.com/weibo?q=高级老钱水光妆,2025-01-06 17:03:47
40,陈都灵辛云来贵女校园短片,152360,剧集,0,剧集,陈都灵辛云来贵女校园短片,https://s.weibo.com/weibo?q=陈都灵辛云来贵女校园短片,2025-01-06 17:03:47
41,宋亚轩 宋大葱,149639,艺人,0,,宋亚轩 宋大葱,https://s.weibo.com/weibo?q=宋亚轩 宋大葱,2025-01-06 17:03:47
42,黄景瑜孙千二搭想法,138196,作品衍生,1,,#黄景瑜孙千二搭想法#,https://s.weibo.com/weibo?q=黄景瑜孙千二搭想法,2025-01-06 17:03:47
43,6岁男童上学时独自离园2次未被发现,135573,民生新闻,1,,#6岁男童上学时独自离园2次未被发现#,https://s.weibo.com/weibo?q=6岁男童上学时独自离园2次未被发现,2025-01-06 17:03:47
44,WTT2023年财报至今还查不到,128356,体育,1,,#WTT2023年财报至今还查不到#,https://s.weibo.com/weibo?q=WTT2023年财报至今还查不到,2025-01-06 17:03:47
45,官方回应公司用消费券抵工资,83434,民生新闻,1,,#官方回应公司用消费券抵工资#,https://s.weibo.com/weibo?q=官方回应公司用消费券抵工资,2025-01-06 17:03:47
46,换孙珍妮桃花头像crush来了,126475,剧集,0,,换孙珍妮桃花头像crush来了,https://s.weibo.com/weibo?q=换孙珍妮桃花头像crush来了,2025-01-06 17:03:47
47,知道白月梵星为什么中午播了,123711,剧集,0,剧集,知道白月梵星为什么中午播了,https://s.weibo.com/weibo?q=知道白月梵星为什么中午播了,2025-01-06 17:03:47
48,颜安直播,110344,艺人,1,,#颜安直播#,https://s.weibo.com/weibo?q=颜安直播,2025-01-06 17:03:47
49,沧州雄狮宣布解散,107745,体育,0,,沧州雄狮宣布解散,https://s.weibo.com/weibo?q=沧州雄狮宣布解散,2025-01-06 17:03:47
