rank,title,hot_value,category,topic_flag,subject_label,word_scheme,url,crawl_time
20,美国会确认特朗普当选总统,275485,国际时政,1,,#美国会确认特朗普当选总统#,https://s.weibo.com/weibo?q=美国会确认特朗普当选总统,2025-01-07 10:12:47
21,韩国人最喜欢的中剧排行,233467,剧集,1,,#韩国人最喜欢的中剧排行#,https://s.weibo.com/weibo?q=韩国人最喜欢的中剧排行,2025-01-07 10:12:47
22,金智秀韩剧新乌托邦,223161,剧集,0,,金智秀韩剧新乌托邦,https://s.weibo.com/weibo?q=金智秀韩剧新乌托邦,2025-01-07 10:12:47
23,天津市考成绩,207999,教育,0,,天津市考成绩,https://s.weibo.com/weibo?q=天津市考成绩,2025-01-07 10:12:47
24,宋佳想要成毅的微信,210331,综艺,1,盛典,#宋佳想要成毅的微信#,https://s.weibo.com/weibo?q=宋佳想要成毅的微信,2025-01-07 10:12:47
25,准备进入过年模式了,195599,民生新闻,1,,#准备进入过年模式了#,https://s.weibo.com/weibo?q=准备进入过年模式了,2025-01-07 10:12:47
26,宁德时代跌逾5%,202348,财经,1,,#宁德时代跌逾5%#,https://s.weibo.com/weibo?q=宁德时代跌逾5%,2025-01-07 10:12:47
27,腊八节,189664,民生新闻,0,,腊八节,https://s.weibo.com/weibo?q=腊八节,2025-01-07 10:12:47
28,甲流后发烧一查变成病毒性肺炎,170023,民生新闻,1,,#甲流后发烧一查变成病毒性肺炎#,https://s.weibo.com/weibo?q=甲流后发烧一查变成病毒性肺炎,2025-01-07 10:12:47
29,学医小伙靠两天食物山上存活9天,156215,民生新闻,1,,#学医小伙靠两天食物山上存活9天#,https://s.weibo.com/weibo?q=学医小伙靠两天食物山上存活9天,2025-01-07 10:12:47
30,哈里斯宣布特朗普当选后掏出纸巾,276365,国际时政,1,,#哈里斯宣布特朗普当选后掏出纸巾#,https://s.weibo.com/weibo?q=哈里斯宣布特朗普当选后掏出纸巾,2025-01-07 10:12:47
31,东北的早市才是碳水届扛把子,155703,美食,1,,#东北的早市才是碳水届扛把子#,https://s.weibo.com/weibo?q=东北的早市才是碳水届扛把子,2025-01-07 10:12:47
32,官方通报女子吃包子称有甲醛索赔,150765,辟谣/通报,1,,#官方通报女子吃包子称有甲醛索赔#,https://s.weibo.com/weibo?q=官方通报女子吃包子称有甲醛索赔,2025-01-07 10:12:47
33,反腐为了人民,146054,正能量,1,,#反腐为了人民#,https://s.weibo.com/weibo?q=反腐为了人民,2025-01-07 10:12:47
34,美国总统拜登被提起诉讼,138894,国际时政,1,,#美国总统拜登被提起诉讼#,https://s.weibo.com/weibo?q=美国总统拜登被提起诉讼,2025-01-07 10:12:47
35,魏哲鸣 你是正室,134062,剧集,0,剧集,魏哲鸣 你是正室,https://s.weibo.com/weibo?q=魏哲鸣 你是正室,2025-01-07 10:12:47
36,Minnie空降,132993,音乐,1,音乐,#Minnie空降#,https://s.weibo.com/weibo?q=Minnie空降,2025-01-07 10:12:47
37,男子甲流后患病毒性肺炎四肢末端花斑,132817,健康医疗,1,,#男子甲流后患病毒性肺炎四肢末端花斑#,https://s.weibo.com/weibo?q=男子甲流后患病毒性肺炎四肢末端花斑,2025-01-07 10:12:47
38,失联演员星星女友称在泰国完成笔录,132409,艺人,1,,#失联演员星星女友称在泰国完成笔录#,https://s.weibo.com/weibo?q=失联演员星星女友称在泰国完成笔录,2025-01-07 10:12:47
39,微博之夜阵容,120558,作品衍生,1,盛典,#微博之夜阵容#,https://s.weibo.com/weibo?q=微博之夜阵容,2025-01-07 10:12:47
40,西藏地震周边5公里有7个村庄,119576,民生新闻,1,,#西藏地震周边5公里有7个村庄#,https://s.weibo.com/weibo?q=西藏地震周边5公里有7个村庄,2025-01-07 10:12:47
41,陈梦打卡了福州爱心树,115694,体育,1,,#陈梦打卡了福州爱心树#,https://s.weibo.com/weibo?q=陈梦打卡了福州爱心树,2025-01-07 10:12:47
42,电影东极岛,106365,电影,1,电影,#电影东极岛#,https://s.weibo.com/weibo?q=电影东极岛,2025-01-07 10:12:47
43,日本知名企业历史上首次起诉美国总统,98610,国际时政,1,,#日本知名企业历史上首次起诉美国总统#,https://s.weibo.com/weibo?q=日本知名企业历史上首次起诉美国总统,2025-01-07 10:12:47
44,文化中国行腊八节,95731,正能量,1,,#文化中国行腊八节#,https://s.weibo.com/weibo?q=文化中国行腊八节,2025-01-07 10:12:47
45,实践二十五号卫星发射成功,95631,国内时政,1,,#实践二十五号卫星发射成功#,https://s.weibo.com/weibo?q=实践二十五号卫星发射成功,2025-01-07 10:12:47
46,四川拟取消应届生身份限制,94245,"民生新闻,教育",1,,#四川拟取消应届生身份限制#,https://s.weibo.com/weibo?q=四川拟取消应届生身份限制,2025-01-07 10:12:47
47,太阳vs76人,92116,体育,1,,#太阳vs76人#,https://s.weibo.com/weibo?q=太阳vs76人,2025-01-07 10:12:47
48,庄智渊王歆茹退出WTT世排,91556,体育,1,,#庄智渊王歆茹退出WTT世排#,https://s.weibo.com/weibo?q=庄智渊王歆茹退出WTT世排,2025-01-07 10:12:47
49,货车撞上出殡队伍致20死整改报告发布,90179,民生新闻,1,,#货车撞上出殡队伍致20死整改报告发布#,https://s.weibo.com/weibo?q=货车撞上出殡队伍致20死整改报告发布,2025-01-07 10:12:47
