rank,title,hot_value,category,topic_flag,subject_label,word_scheme,url,crawl_time
33,全力解救在泰缅边境失联被困中国公民,154570,国内时政,1,,#全力解救在泰缅边境失联被困中国公民#,https://s.weibo.com/weibo?q=全力解救在泰缅边境失联被困中国公民,2025-01-17 15:50:13
34,美网络攻击我国某先进材料设计研究院,153990,国际时政,1,,#美网络攻击我国某先进材料设计研究院#,https://s.weibo.com/weibo?q=美网络攻击我国某先进材料设计研究院,2025-01-17 15:50:13
35,2024年中国GDP同比增长5%,140418,国内时政,1,,#2024年中国GDP同比增长5%#,https://s.weibo.com/weibo?q=2024年中国GDP同比增长5%,2025-01-17 15:50:13
36,人体最大免疫器官竟是它,138576,健康医疗,1,,#人体最大免疫器官竟是它#,https://s.weibo.com/weibo?q=人体最大免疫器官竟是它,2025-01-17 15:50:13
37,16个外甥又来舅舅家过寒假了,136934,民生新闻,1,,#16个外甥又来舅舅家过寒假了#,https://s.weibo.com/weibo?q=16个外甥又来舅舅家过寒假了,2025-01-17 15:50:13
38,我国60岁以上人口首次突破3亿,129447,民生新闻,1,,#我国60岁以上人口首次突破3亿#,https://s.weibo.com/weibo?q=我国60岁以上人口首次突破3亿,2025-01-17 15:50:13
39,养了40年的蜡烛居然如此壮观,123147,情感,1,,#养了40年的蜡烛居然如此壮观#,https://s.weibo.com/weibo?q=养了40年的蜡烛居然如此壮观,2025-01-17 15:50:13
40,TTG久哲正式连接,117640,电竞,1,,#TTG久哲正式连接#,https://s.weibo.com/weibo?q=TTG久哲正式连接,2025-01-17 15:50:13
41,盒子灯是非遗版惊喜盲盒,117118,正能量,1,,#盒子灯是非遗版惊喜盲盒#,https://s.weibo.com/weibo?q=盒子灯是非遗版惊喜盲盒,2025-01-17 15:50:13
42,2024年出生人口回升,115582,民生新闻,1,,#2024年出生人口回升#,https://s.weibo.com/weibo?q=2024年出生人口回升,2025-01-17 15:50:13
43,王栎鑫又哭成悲伤蛙,115062,综艺,0,综艺,王栎鑫又哭成悲伤蛙,https://s.weibo.com/weibo?q=王栎鑫又哭成悲伤蛙,2025-01-17 15:50:13
44,国产剧有了反丧失式中年男主,111223,剧集,0,剧集,国产剧有了反丧失式中年男主,https://s.weibo.com/weibo?q=国产剧有了反丧失式中年男主,2025-01-17 15:50:13
45,异人之下2陈朵毒杀廖忠,109154,剧集,0,剧集,异人之下2陈朵毒杀廖忠,https://s.weibo.com/weibo?q=异人之下2陈朵毒杀廖忠,2025-01-17 15:50:13
46,赵明因身体原因辞职,106494,财经,1,,#赵明因身体原因辞职#,https://s.weibo.com/weibo?q=赵明因身体原因辞职,2025-01-17 15:50:13
47,国防部新春祝福,102472,正能量,1,,#国防部新春祝福#,https://s.weibo.com/weibo?q=国防部新春祝福,2025-01-17 15:50:13
48,小车遭重卡撞击人员毫发无伤,101479,民生新闻,1,,#小车遭重卡撞击人员毫发无伤#,https://s.weibo.com/weibo?q=小车遭重卡撞击人员毫发无伤,2025-01-17 15:50:13
49,D社曝金敏喜怀孕,98725,艺人,1,,#D社曝金敏喜怀孕#,https://s.weibo.com/weibo?q=D社曝金敏喜怀孕,2025-01-17 15:50:13
