rank,title,hot_value,category,topic_flag,subject_label,word_scheme,url,crawl_time
27,我国2024年出生954万人,166801,民生新闻,1,,#我国2024年出生954万人#,https://s.weibo.com/weibo?q=我国2024年出生954万人,2025-01-17 15:19:48
28,王栎鑫又哭成悲伤蛙,157613,综艺,0,综艺,王栎鑫又哭成悲伤蛙,https://s.weibo.com/weibo?q=王栎鑫又哭成悲伤蛙,2025-01-17 15:19:48
29,杨超越电影无名之辈2出场镜头,138868,电影,1,电影,#杨超越电影无名之辈2出场镜头#,https://s.weibo.com/weibo?q=杨超越电影无名之辈2出场镜头,2025-01-17 15:19:48
30,小车遭重卡撞击人员毫发无伤,155360,民生新闻,1,,#小车遭重卡撞击人员毫发无伤#,https://s.weibo.com/weibo?q=小车遭重卡撞击人员毫发无伤,2025-01-17 15:19:48
31,2024年出生人口回升,143721,民生新闻,1,,#2024年出生人口回升#,https://s.weibo.com/weibo?q=2024年出生人口回升,2025-01-17 15:19:48
32,全力解救在泰缅边境失联被困中国公民,137223,国内时政,1,,#全力解救在泰缅边境失联被困中国公民#,https://s.weibo.com/weibo?q=全力解救在泰缅边境失联被困中国公民,2025-01-17 15:19:48
33,朴彩英否认恋情传闻,135341,艺人,1,,#朴彩英否认恋情传闻#,https://s.weibo.com/weibo?q=朴彩英否认恋情传闻,2025-01-17 15:19:48
34,我国60岁以上人口首次突破3亿,120587,民生新闻,1,,#我国60岁以上人口首次突破3亿#,https://s.weibo.com/weibo?q=我国60岁以上人口首次突破3亿,2025-01-17 15:19:48
35,人体最大免疫器官竟是它,120026,健康医疗,1,,#人体最大免疫器官竟是它#,https://s.weibo.com/weibo?q=人体最大免疫器官竟是它,2025-01-17 15:19:48
36,D社曝金敏喜怀孕,119043,艺人,1,,#D社曝金敏喜怀孕#,https://s.weibo.com/weibo?q=D社曝金敏喜怀孕,2025-01-17 15:19:48
37,冰雪大世界偶遇虞书欣林一,117609,剧集,1,,#冰雪大世界偶遇虞书欣林一#,https://s.weibo.com/weibo?q=冰雪大世界偶遇虞书欣林一,2025-01-17 15:19:48
38,养了40年的蜡烛居然如此壮观,116756,情感,1,,#养了40年的蜡烛居然如此壮观#,https://s.weibo.com/weibo?q=养了40年的蜡烛居然如此壮观,2025-01-17 15:19:48
39,周一围请苍天辨忠奸,116146,综艺,0,综艺,周一围请苍天辨忠奸,https://s.weibo.com/weibo?q=周一围请苍天辨忠奸,2025-01-17 15:19:48
40,韩安冉说外国主播干不过中国主播,115599,网红,1,,#韩安冉说外国主播干不过中国主播#,https://s.weibo.com/weibo?q=韩安冉说外国主播干不过中国主播,2025-01-17 15:19:48
41,丁程鑫彩排图,110345,演出,1,演出,#丁程鑫彩排图#,https://s.weibo.com/weibo?q=丁程鑫彩排图,2025-01-17 15:19:48
42,国防部新春祝福,108280,正能量,1,,#国防部新春祝福#,https://s.weibo.com/weibo?q=国防部新春祝福,2025-01-17 15:19:48
43,卢昱晓不语只是一味剧宣,107716,剧集,0,,卢昱晓不语只是一味剧宣,https://s.weibo.com/weibo?q=卢昱晓不语只是一味剧宣,2025-01-17 15:19:48
44,向佐为妈妈和郭碧婷庆生,106476,艺人,0,,向佐为妈妈和郭碧婷庆生,https://s.weibo.com/weibo?q=向佐为妈妈和郭碧婷庆生,2025-01-17 15:19:48
45,2024经济年报,99596,"财经,民生新闻",1,,#2024经济年报#,https://s.weibo.com/weibo?q=2024经济年报,2025-01-17 15:19:48
46,卷王徐克也是被肖战卷到了,97286,电影,0,电影,卷王徐克也是被肖战卷到了,https://s.weibo.com/weibo?q=卷王徐克也是被肖战卷到了,2025-01-17 15:19:48
47,世界之外,94746,游戏,0,,世界之外,https://s.weibo.com/weibo?q=世界之外,2025-01-17 15:19:48
48,蛇年央视春晚第三次联排,92362,综艺,1,综艺,#蛇年央视春晚第三次联排#,https://s.weibo.com/weibo?q=蛇年央视春晚第三次联排,2025-01-17 15:19:48
49,国产剧恶女赛道又上新了,91078,剧集,0,,国产剧恶女赛道又上新了,https://s.weibo.com/weibo?q=国产剧恶女赛道又上新了,2025-01-17 15:19:48
