rank,title,hot_value,category,topic_flag,subject_label,word_scheme,url,crawl_time
29,卢昱晓不语只是一味剧宣,144851,剧集,0,,卢昱晓不语只是一味剧宣,https://s.weibo.com/weibo?q=卢昱晓不语只是一味剧宣,2025-01-17 15:34:10
30,全力解救在泰缅边境失联被困中国公民,150430,国内时政,1,,#全力解救在泰缅边境失联被困中国公民#,https://s.weibo.com/weibo?q=全力解救在泰缅边境失联被困中国公民,2025-01-17 15:34:10
31,人体最大免疫器官竟是它,137444,健康医疗,1,,#人体最大免疫器官竟是它#,https://s.weibo.com/weibo?q=人体最大免疫器官竟是它,2025-01-17 15:34:10
32,养了40年的蜡烛居然如此壮观,134713,情感,1,,#养了40年的蜡烛居然如此壮观#,https://s.weibo.com/weibo?q=养了40年的蜡烛居然如此壮观,2025-01-17 15:34:10
33,吴谨言月色雪色绝色,126537,作品衍生,1,,#吴谨言月色雪色绝色#,https://s.weibo.com/weibo?q=吴谨言月色雪色绝色,2025-01-17 15:34:10
34,2024年出生人口回升,122978,民生新闻,1,,#2024年出生人口回升#,https://s.weibo.com/weibo?q=2024年出生人口回升,2025-01-17 15:34:10
35,贾玲说是观众救了我,122512,作品衍生,1,,#贾玲说是观众救了我#,https://s.weibo.com/weibo?q=贾玲说是观众救了我,2025-01-17 15:34:10
36,我国60岁以上人口首次突破3亿,122121,民生新闻,1,,#我国60岁以上人口首次突破3亿#,https://s.weibo.com/weibo?q=我国60岁以上人口首次突破3亿,2025-01-17 15:34:10
37,杨超越电影无名之辈2出场镜头,121440,电影,1,电影,#杨超越电影无名之辈2出场镜头#,https://s.weibo.com/weibo?q=杨超越电影无名之辈2出场镜头,2025-01-17 15:34:10
38,冰雪大世界偶遇虞书欣林一,121138,剧集,1,,#冰雪大世界偶遇虞书欣林一#,https://s.weibo.com/weibo?q=冰雪大世界偶遇虞书欣林一,2025-01-17 15:34:10
39,王栎鑫又哭成悲伤蛙,120738,综艺,0,综艺,王栎鑫又哭成悲伤蛙,https://s.weibo.com/weibo?q=王栎鑫又哭成悲伤蛙,2025-01-17 15:34:10
40,TTG久哲正式连接,118730,电竞,1,,#TTG久哲正式连接#,https://s.weibo.com/weibo?q=TTG久哲正式连接,2025-01-17 15:34:10
41,小车遭重卡撞击人员毫发无伤,118059,民生新闻,1,,#小车遭重卡撞击人员毫发无伤#,https://s.weibo.com/weibo?q=小车遭重卡撞击人员毫发无伤,2025-01-17 15:34:10
42,向佐为妈妈和郭碧婷庆生,116100,艺人,0,,向佐为妈妈和郭碧婷庆生,https://s.weibo.com/weibo?q=向佐为妈妈和郭碧婷庆生,2025-01-17 15:34:10
43,D社曝金敏喜怀孕,111168,艺人,1,,#D社曝金敏喜怀孕#,https://s.weibo.com/weibo?q=D社曝金敏喜怀孕,2025-01-17 15:34:10
44,朴彩英否认恋情传闻,111107,艺人,1,,#朴彩英否认恋情传闻#,https://s.weibo.com/weibo?q=朴彩英否认恋情传闻,2025-01-17 15:34:10
45,美网络攻击我国某先进材料设计研究院,110950,国际时政,1,,#美网络攻击我国某先进材料设计研究院#,https://s.weibo.com/weibo?q=美网络攻击我国某先进材料设计研究院,2025-01-17 15:34:10
46,丁程鑫彩排图,105975,演出,1,演出,#丁程鑫彩排图#,https://s.weibo.com/weibo?q=丁程鑫彩排图,2025-01-17 15:34:10
47,国防部新春祝福,102926,正能量,1,,#国防部新春祝福#,https://s.weibo.com/weibo?q=国防部新春祝福,2025-01-17 15:34:10
48,韩安冉说外国主播干不过中国主播,95175,网红,1,,#韩安冉说外国主播干不过中国主播#,https://s.weibo.com/weibo?q=韩安冉说外国主播干不过中国主播,2025-01-17 15:34:10
49,盒子灯是非遗版惊喜盲盒,94932,正能量,1,,#盒子灯是非遗版惊喜盲盒#,https://s.weibo.com/weibo?q=盒子灯是非遗版惊喜盲盒,2025-01-17 15:34:10
